domain_name,unified_sentiment,Sentences_clean,Aspects_clean,Aspects_sentiments_list,Aspects_list
Restaurants,-1.0,بالنسبة للأكل فهو بمستوى طبيعي بالإضافة إلى ذلك، أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى وبالنسبة للنظافة فـ معدومة في هذا المطعم,الأكل، الأسعار، النظافة,"[0, 0, -1]","['الأكل', 'الأسعار', 'النظافة']"
Hotels,0.0,بالنسبة للغرفة فهي بمستوى طبيعي ولا بأس بها. موقع الفندق يعتبر متوسطا من حيث القرب للخدمات. وتعامل الاستقبال كان جافاً وغير احترافي بالإضافة إلى ذلك، الإفطار كان لذيذاً ومتنوعاً جداً,الغرفة، الموقع، الاستقبال، الإفطار,"[0, 0, -1, 1]","['الغرفة', 'الموقع', 'الاستقبال', 'الإفطار']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، لا بأس بالتنظيم بشكل عام. والفعاليات مقبولة وتمضية وقت ليس إلا. والتذاكر ليست رخيصة ولا غالية بل في المعقول,التنظيم، الفعاليات، التذاكر,"[0, 0, 0]","['التنظيم', 'الفعاليات', 'التذاكر']"
Restaurants,0.0,قرأت تقييمات كثيرة وقررت التجربة، الخدمة في المطعم كانت روتينية في حين أن الطاولات كانت نظيفة بشكل معتاد أما الأكل فـ بالنسبة للأكل فهو بمستوى طبيعي وبالنسبة للأسعار فالمطعم غالي بشكل مبالغ فيه ولا يستحق,الخدمة، النظافة، الأكل، الأسعار,"[0, 0, 0, -1]","['الخدمة', 'النظافة', 'الأكل', 'الأسعار']"
Restaurants,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الخدمة في المطعم كانت روتينية. الأسعار كانت متوسطة ومناسبة لجودة المكان,الخدمة، الأسعار,"[0, 0]","['الخدمة', 'الأسعار']"
Restaurants,1.0,في زيارتي الأخيرة، السعر كان عاديا وليس مبالغا فيه. طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة أما الخدمة فـ ممتازة واهتمام كبير بالزبائن,الأسعار، الأكل، الخدمة,"[0, 0, 1]","['الأسعار', 'الأكل', 'الخدمة']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، أسعار المنيو تعتبر طبيعية مقارنة بالمطاعم الأخرى. طعم الأكل كان عادياً ولا يوجد فيه نكهة مميزة، كما أن تعامل الويترز كان عادياً,الأسعار، الأكل، الخدمة,"[0, 0, 0]","['الأسعار', 'الأكل', 'الخدمة']"
Restaurants,1.0,في زيارتي الأخيرة، المطعم نظيف لحد معقول أما الأكل فـ كان لذيذاً جداً وأنصح به بشدة,النظافة، الأكل,"[0, 1]","['النظافة', 'الأكل']"
Attractions,0.0,في زيارتي الأخيرة، لا بأس بالتنظيم بشكل عام أما الفعاليات فالعروض المقدمة كانت في المستوى الطبيعي,التنظيم، الفعاليات,"[0, 0]","['التنظيم', 'الفعاليات']"
Attractions,-1.0,في زيارتي الأخيرة، قيمة التذكرة عادية أما المكان فـ بشكل عام طبيعي كأي حديقة أخرى بالإضافة إلى ذلك، فوضى عارمة وسوء تنظيم واضح,التذاكر، المكان، التنظيم,"[0, 0, -1]","['التذاكر', 'المكان', 'التنظيم']"
Restaurants,0.0,في زيارتي الأخيرة، كل الأطباق كانت مطبوخة باحترافية وطعمها خيال أما النظافة فـ مستوى عادي ولا بأس به في حين أن الخدمة في المطعم كانت روتينية. الأسعار كانت متوسطة ومناسبة لجودة المكان,الأكل، النظافة، الخدمة، الأسعار,"[1, 0, 0, 0]","['الأكل', 'النظافة', 'الخدمة', 'الأسعار']"
Restaurants,0.0,التجربة بشكل عام كانت متفاوتة، الخدمة سريعة جداً وطاقم العمل ودود وبالنسبة للأكل فالطلبات كانت متوسطة المستوى ولا بأس بها بالإضافة إلى ذلك، بالنسبة للأسعار فهي مقبولة إلى حد ما في حين أن الطاولات كانت نظيفة بشكل معتاد,الخدمة، الأكل، الأسعار، النظافة,"[1, 0, 0, 0]","['الخدمة', 'الأكل', 'الأسعار', 'النظافة']"
Hotels,0.0,التجربة بشكل عام كانت متفاوتة، الغرفة ضيقة جداً ومكتومة في حين أن موظفو الاستقبال قاموا بعملهم بشكل روتيني في حين أن الموقع لا يتميز بشيء خاص ولكنه مناسب بالإضافة إلى ذلك، الإفطار كان لذيذاً ومتنوعاً جداً,الغرفة، الاستقبال، الموقع، الإفطار,"[-1, 0, 0, 1]","['الغرفة', 'الاستقبال', 'الموقع', 'الإفطار']"
Restaurants,-1.0,بصراحة، النظافة معدومة في هذا المطعم في حين أن الخدمة بطيئة للغاية والعمال غير مهتمين. الأكل كان بارداً وطعمه سيء جداً. وبالنسبة للأسعار فهي مقبولة إلى حد ما,النظافة، الخدمة، الأكل، الأسعار,"[-1, -1, -1, 0]","['النظافة', 'الخدمة', 'الأكل', 'الأسعار']"
Hotels,1.0,قرأت تقييمات كثيرة وقررت التجربة، الغرفة واسعة ومريحة بشكل استثنائي في حين أن الموقع استراتيجي وقريب من كل الفعاليات. بوفيه الإفطار كان تقليدياً ويقدم أصنافاً معتادة أما الاستقبال فـ موظفو قاموا بعملهم بشكل روتيني,الغرفة، الموقع، الإفطار، الاستقبال,"[1, 1, 0, 0]","['الغرفة', 'الموقع', 'الإفطار', 'الاستقبال']"
Attractions,0.0,المكان ساحر وجميل جداً للتصوير وبالنسبة للفعاليات فالأنشطة الموجودة لا بأس بها للأطفال. التذكرة لا تستحق هذا السعر المرتفع إطلاقاً,المكان، الفعاليات، التذاكر,"[1, 0, -1]","['المكان', 'الفعاليات', 'التذاكر']"
Hotels,0.0,في زيارتي الأخيرة، الموقع بعيد جداً ومقطوع عن الخدمات. الإفطار كان لذيذاً ومتنوعاً جداً أما الغرفة فـ للأسف كانت سيئة وغير نظيفة على الإطلاق. ترحيب حار جداً من طاقم الاستقبال,الموقع، الإفطار، الغرفة، الاستقبال,"[-1, 1, -1, 1]","['الموقع', 'الإفطار', 'الغرفة', 'الاستقبال']"
Restaurants,1.0,قرأت تقييمات كثيرة وقررت التجربة، نظافة المطعم ممتازة جداً وبالنسبة للخدمة فـ تعامل الويترز كان عادياً، كما أن بالنسبة للأسعار فهي مقبولة إلى حد ما,النظافة، الخدمة، الأسعار,"[1, 0, 0]","['النظافة', 'الخدمة', 'الأسعار']"
Hotels,1.0,الموقع لا يتميز بشيء خاص ولكنه مناسب وبالنسبة للغرفة فـ واسعة ومريحة بشكل استثنائي,الموقع، الغرفة,"[0, 1]","['الموقع', 'الغرفة']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً في حين أن موظفو الاستقبال قاموا بعملهم بشكل روتيني,الغرفة، الاستقبال,"[0, 0]","['الغرفة', 'الاستقبال']"
Hotels,-1.0,قمت بتجربة هذا المكان وملاحظاتي هي: موقع المكان عادي ويمكن الوصول إليه بسهولة في حين أن الإفطار سيء جداً والخيارات محدودة,الموقع، الإفطار,"[0, -1]","['الموقع', 'الإفطار']"
Attractions,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الإدارة والتنظيم بمستوى مقبول، كما أن قيمة التذكرة عادية وبالنسبة للمكان فـ مساحة وتصميمه مقبول ولا بأس به,التنظيم، التذاكر، المكان,"[0, 0, 0]","['التنظيم', 'التذاكر', 'المكان']"
Hotels,-1.0,بصراحة، الاستقبال كان مقبولا بشكل عام. جودة الطعام في الإفطار كانت ضعيفة جداً وبالنسبة للموقع فـ مقبول ولا بأس به مقارنة بالسعر,الاستقبال، الإفطار، الموقع,"[0, -1, 0]","['الاستقبال', 'الإفطار', 'الموقع']"
Hotels,0.0,قرأت تقييمات كثيرة وقررت التجربة، بوفيه الإفطار مذهل ويحتوي على خيارات رائعة، كما أن طاقم الاستقبال كان عادياً في التعامل، كما أن للأسف الغرفة كانت سيئة وغير نظيفة على الإطلاق في حين أن موقع المكان عادي ويمكن الوصول إليه بسهولة,الإفطار، الاستقبال، الغرفة، الموقع,"[1, 0, -1, 0]","['الإفطار', 'الاستقبال', 'الغرفة', 'الموقع']"
Hotels,0.0,خلال عطلة نهاية الأسبوع ذهبنا إلى هناك، الموقع مقبول ولا بأس به مقارنة بالسعر، كما أن أثاث الغرفة يبدو عادياً ليس حديثاً ولا قديماً جداً,الموقع، الغرفة,"[0, 0]","['الموقع', 'الغرفة']"
Attractions,0.0,التجربة بشكل عام كانت متفاوتة، مساحة المكان وتصميمه مقبول ولا بأس به. والفعاليات كانت تقليدية ومكررة,المكان، الفعاليات,"[0, 0]","['المكان', 'الفعاليات']"
Attractions,0.0,بصراحة، الأنشطة الموجودة لا بأس بها للأطفال وبالنسبة للتذاكر فـ قيمة التذكرة عادية,الفعاليات، التذاكر,"[0, 0]","['الفعاليات', 'التذاكر']"
Attractions,0.0,سعر التذاكر كان متوسطا ومقبولا. والوجهة كانت عادية ولم تبهرني كثيراً,التذاكر، المكان,"[0, 0]","['التذاكر', 'المكان']"
